-0.048682638	0.013240047	0.11775545	-0.10288576	0.073230885	-0.035538714	-0.006027142	-0.060938913	0.042146005	-0.038752705	0.10426238	-0.00091591256	-0.023518821	0.029288758	0.016067386	0.004330119
-0.0645378	-0.039882693	0.13147312	-0.059269913	0.07341894	-0.008121538	-0.06186477	-0.023577673	0.051392157	0.012436678	0.06202612	-0.023549464	0.08524996	-0.040089164	0.0728035	-0.019519467
-0.15138122	-0.0828352	0.11980308	-0.17341958	0.17667444	0.014922134	-0.056583617	0.014845676	0.07413489	-0.043788504	0.1153501	-0.057463873	0.1390296	-0.09949975	0.105541855	0.066868566
0.36098278	0.31433618	-0.40597567	0.3677278	-0.37429643	-0.2934095	0.02822051	-0.10763005	-0.3697592	0.244944	-0.41046008	0.20640466	-0.31885383	0.23531948	-0.2965858	-0.33932525
0.01793207	0.028815642	-9.320851e-06	0.042125866	0.012807215	-0.039601605	-0.013563731	0.027931292	-0.023552923	0.071435794	-0.03088898	-0.009981018	-0.0034116479	0.055481672	0.024211721	-0.06877881
0.030607805	0.035922527	-0.01494283	0.024035908	0.08074492	-0.0540984	-0.02935443	0.014944586	-0.014184437	0.016273018	0.0030330953	0.0050848396	0.0334526	-0.040678162	0.050825916	0.051319953
0.33176383	0.29677525	-0.36363605	0.42375374	-0.23721494	-0.3662267	-0.15248801	-0.26133546	-0.34761238	0.21644229	-0.37494525	0.2178684	-0.32504082	0.282	-0.311131	-0.25598508
0.008346446	0.018053083	0.053478967	-0.01986083	0.02033351	-0.011466931	0.030873103	-0.039234366	0.014126199	-0.028849294	0.027292293	0.042083744	-0.0011773315	-0.021565067	0.021154208	0.030605305
0.27733144	0.23035592	-0.322274	0.31349304	-0.26779068	-0.3113881	-0.14061503	-0.14954594	-0.27211136	0.2104373	-0.2758777	0.15965898	-0.29528743	0.24002197	-0.3052762	-0.25474694
-0.036222603	0.031415563	0.06082272	0.014405727	0.04329934	-0.03928148	-0.018016176	-0.00921227	-0.025431562	-0.03047944	0.037009284	0.030382795	0.05081833	-0.015242809	-0.020845504	0.044057053
